Date,Close/Last,Volume,Open,High,Low
05/10/2018,$344.07,3914762,$343.99,$348.57,$342.41
05/09/2018,$344.5,4342057,$339.49,$346.93,$338.575
05/08/2018,$338.37,4009011,$339.77,$341.939,$336.61
05/07/2018,$340.43,4186078,$335.23,$342.98,$335.21
05/04/2018,$334.43,3651950,$328.04,$335.89,$328.04
05/03/2018,$330.69,6378137,$322.97,$332.6348,$319.125
05/02/2018,$324.19,3422762,$329.5,$330.71,$323.98
05/01/2018,$329.54,4310585,$332.5,$333.91,$324.18
04/30/2018,$333.56,3716938,$341.17,$342.58,$333.4
04/27/2018,$340.88,3388692,$341.25,$342.92,$337.77
04/26/2018,$342.79,5260765,$344.01,$345.65,$338.33
04/25/2018,$342.86,11014130,$338.12,$344.91,$330.5201
04/24/2018,$329.06,7026363,$343.17,$347.67,$323.28
04/23/2018,$338.84,2739189,$339.55,$341.26,$336
04/20/2018,$338.67,3033101,$340.73,$341.3959,$335.05
04/19/2018,$340.64,2987452,$340.19,$342.41,$337.5
04/18/2018,$341,3116143,$338.33,$342.4,$337.18
04/17/2018,$336.72,3225156,$334.73,$339.74,$333.65
04/16/2018,$331.77,3899872,$332.34,$333.22,$327.625
04/13/2018,$329.28,4712670,$338.99,$339.67,$326.6
04/12/2018,$337.48,4311062,$331.98,$338.35,$330.46
04/11/2018,$327.36,4564945,$331.6,$337.57,$326.31
04/10/2018,$334.83,5575099,$331.35,$336.69,$329.55
04/09/2018,$322.48,4921469,$332.25,$334.88,$322.05
04/06/2018,$326.12,5709974,$330.61,$334.59,$322.21
04/05/2018,$336.4,6154232,$330.59,$338.9599,$330.26
04/04/2018,$327.44,8229987,$312.3,$327.81,$311.88
04/03/2018,$330.82,4778770,$324.76,$331.1,$323.09
04/02/2018,$322.44,4996798,$325.2,$329.9419,$317.17
03/29/2018,$327.88,3617520,$323.38,$330.48,$322
03/28/2018,$320.02,5476566,$321.85,$323.24,$311.17
03/27/2018,$321.12,5338417,$331.51,$334.88,$319
03/26/2018,$328.97,5222154,$330.48,$331.9399,$323.59
03/23/2018,$321,7210169,$320.15,$331.14,$318.3216
03/22/2018,$319.61,7222773,$330.11,$332.68,$319.01
03/21/2018,$337.1,4052436,$337.07,$341.91,$335.17
03/20/2018,$337.63,6359953,$331.84,$339.7,$331
03/19/2018,$331.76,5812357,$327.45,$333.33,$326.78
03/16/2018,$330.47,9321639,$329.82,$330.83,$325.63
03/15/2018,$329.98,8763496,$332.3,$332.92,$322.91
03/14/2018,$330.26,13051190,$339.792,$340.524,$322.3
03/13/2018,$338.67,5436636,$345.32,$347.88,$337.61
03/12/2018,$344.19,6040146,$355.2,$355.23,$343.26
03/09/2018,$354.52,3535614,$352.65,$354.89,$350.23
03/08/2018,$348.73,4261828,$349.51,$352.5,$343.95
03/07/2018,$347.04,4574233,$341.52,$348.4093,$339.5
03/06/2018,$348.92,4826033,$354.24,$355.21,$346.0219
03/05/2018,$352.75,8125430,$338,$354.77,$336.61
03/02/2018,$344.67,9988212,$341.82,$346.09,$335.3
03/01/2018,$349.69,8972751,$362.33,$362.74,$346.4
02/28/2018,$362.21,5455726,$366.8,$371.6,$362.21
02/27/2018,$364.64,4766124,$364.6,$369.89,$363.3
02/26/2018,$363.48,4143015,$359.5,$364.05,$358.2123
02/23/2018,$356.66,3346899,$358.18,$358.77,$353.0668
02/22/2018,$355.92,3412341,$354.65,$358.07,$352.64
02/21/2018,$352.37,5251709,$352.56,$360.81,$351.75
02/20/2018,$353.35,4301950,$352,$357.79,$351.4
02/16/2018,$355.04,5210265,$356.59,$359.5,$353.5101
02/15/2018,$356.46,5819250,$348.47,$356.55,$348.05
02/14/2018,$344.85,4336965,$341.34,$347.43,$341.17
02/13/2018,$343.16,4024762,$340.45,$347.8799,$340.29
02/12/2018,$343.8,6881077,$336.57,$347.75,$335.13
02/09/2018,$332.83,8827638,$333.55,$337.81,$319.25
02/08/2018,$329.66,8281743,$348,$349,$329.4
02/07/2018,$348.12,7934893,$340.52,$353.59,$339.87
02/06/2018,$340.91,11924300,$320,$341.67,$317.65
02/05/2018,$328.88,10424830,$342.67,$350,$317.39
02/02/2018,$348.91,5473968,$354,$355.199,$348.7
02/01/2018,$356.94,6055108,$352.95,$361.45,$352.04
01/31/2018,$354.37,11399570,$360.5,$360.97,$351.62
01/30/2018,$337.71,4974322,$339.17,$339.98,$334.16
01/29/2018,$340.82,3321718,$341.23,$344.48,$340.1
01/26/2018,$343.22,5214253,$344.33,$345.98,$341.25
01/25/2018,$343.11,4741952,$336.21,$343.615,$335.3
01/24/2018,$334.69,4200989,$336.2,$338.99,$334.14
01/23/2018,$335.59,4532553,$338.34,$338.94,$334.81
01/22/2018,$338,6787620,$335.29,$341.3812,$332.04
01/19/2018,$337.73,7252446,$341.67,$344,$335.75
01/18/2018,$340.16,9427356,$350.7,$350.83,$339.15
01/17/2018,$351.01,9690493,$337.73,$352.23,$336.41
01/16/2018,$335.16,11835070,$339.9,$347.73,$331.33
01/12/2018,$336.21,6544292,$330.38,$336.88,$330.38
01/11/2018,$328.12,4632021,$322.13,$328.4,$321.19
01/10/2018,$320.26,4478246,$317.49,$322.15,$315.5
01/09/2018,$318.43,5615900,$310.59,$319.91,$310.49
01/08/2018,$310.15,4104437,$308.66,$310.86,$305.75
01/05/2018,$308.84,6064058,$296.77,$308.89,$296.72
01/04/2018,$296.67,4157159,$297.94,$298.42,$295.47
01/03/2018,$297.8,3196643,$295.94,$298.5,$295.47
01/02/2018,$296.84,2976271,$295.75,$296.99,$295.396
12/29/2017,$294.91,1823986,$296.94,$297.3,$294.83
