"Territorial emissions in MtCO₂"
;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;"Antigua and Barbuda";Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;"Bonaire, Saint Eustatius and Saba";"Bosnia and Herzegovina";Botswana;Brazil;"British Virgin Islands";"Brunei Darussalam";Bulgaria;"Burkina Faso";Burundi;Cambodia;Cameroon;Canada;"Cape Verde";"Cayman Islands";"Central African Republic";Chad;Chile;China;Colombia;Comoros;Congo;"Cook Islands";"Costa Rica";"Côte d'Ivoire";Croatia;Cuba;Curaçao;Cyprus;"Czech Republic";"Democratic Republic of the Congo";Denmark;Djibouti;Dominica;"Dominican Republic";Ecuador;Egypt;"El Salvador";"Equatorial Guinea";Eritrea;Estonia;Ethiopia;"Faeroe Islands";"Falkland Islands (Malvinas)";Fiji;Finland;France;"French Guiana";"French Polynesia";Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;"Hong Kong";Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;"Marshall Islands";Martinique;Mauritania;Mauritius;Mexico;"Micronesia (Federated States of)";Moldova;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;"New Caledonia";"New Zealand";Nicaragua;Niger;Nigeria;Niue;"North Korea";"North Macedonia";Norway;"Occupied Palestinian Territory";Oman;Pakistan;Palau;Panama;"Papua New Guinea";Paraguay;Peru;Philippines;Poland;Portugal;Qatar;"Republic of South Sudan";Réunion;Romania;"Russian Federation";Rwanda;"Saint Helena";"Saint Kitts and Nevis";"Saint Lucia";"Saint Pierre and Miquelon";"Saint Vincent and the Grenadines";Samoa;"Sao Tome and Principe";"Saudi Arabia";Senegal;Serbia;Seychelles;"Sierra Leone";Singapore;Slovakia;Slovenia;"Solomon Islands";Somalia;"South Africa";"South Korea";Spain;"Sri Lanka";Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;"Trinidad and Tobago";Tunisia;Turkey;Turkmenistan;"Turks and Caicos Islands";Tuvalu;Uganda;Ukraine;"United Arab Emirates";"United Kingdom";"United States of America";Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;"Wallis and Futuna Islands";"Western Sahara";Yemen;Zambia;Zimbabwe
1999;0.80951;2.9752;91.6679;0.51296;9.1298;0.080608;0.28213;147.2851;3.0481;0.80974;344.0638;65.5627;28.5704;1.9529;17.9881;25.0755;1.1625;54.9845;124.7189;0.34808;1.5423;0.51296;0.37076;10.376;0.09508;10.3339;3.1584;316.2824;0.12091;3.8032;46.37;0.91417;0.25282;1.8943;2.9981;549.5532;0.1832;;0.26381;0.47632;60.9073;3258.1351;54.7612;0.0916;0.36274;0.047632;5.439;5.9395;20.1155;25.183;1.8065;6.8825;116.6234;1.3186;58.6193;0.34075;0.080608;18.3839;21.365;124.4974;5.5872;0.37006;0.6151;15.6533;3.095;0.63021;;0.77502;58.8948;421.705;;0.4983;4.787;0.2748;4.3097;895.6429;6.3695;;97.9584;0.37373;0.19419;;8.807;1.4326;0.19419;1.832;1.3117;4.6459;42.55;61.9116;2.854;951.6663;243.9519;379.627;71.6813;42.4401;54.7545;464.5485;9.9582;1242.0153;14.2654;124.9524;10.0293;0.029312;;53.8222;4.6468;0.84605;7.696;16.4289;1.8247;0.39067;44.3033;0.22656;13.477;8.148;1.5169;1.8169;0.92081;108.2914;0.42136;0.80242;2.6276;0.087936;;1.0955;2.4256;390.5165;0.12458;4.6845;7.5352;1.2119;0.029312;32.3852;1.1672;8.93;1.6635;0.0916;3.1898;170.7273;2.0555;31.4723;3.5984;0.68241;39.5868;0.007328;64.0994;11.6662;42.974;1.3667;20.5579;99.3905;0.19786;5.6211;2.4439;4.3759;29.1468;68.1767;329.1673;66.7632;31.2711;0.4229;;90.7782;1486.09;0.50243;0.010992;0.16122;0.33342;0.05496;0.16488;0.13557;0.047632;225.9765;3.6036;35.7907;0.5093;0.14656;49.8705;43.2006;15.3372;0.21618;0.49098;374.8301;398.3253;299.4987;8.5175;4.6452;2.1222;1.2421;55.8202;44.4458;51.7714;205.3138;2.5155;2.4579;166.1435;;1.8504;0.10992;22.4658;18.1202;207.8042;37.605;0.065952;0.007328;1.254;298.204;77.5426;560.9515;5830.2976;6.681;121.7392;0.084272;172.5625;46.658;;;13.7247;1.7782;15.7277
2000;0.75767;3.0045;87.4427;0.52395;9.5151;0.087936;0.29312;142.3583;3.4914;2.3779;350.195;66.1629;29.5063;1.9492;18.7938;26.5245;1.1516;54.8774;126.7353;0.39571;1.574;0.51662;0.38169;11.0047;0.25228;13.7013;3.7776;324.226;0.12458;4.591;45.305;1.0309;0.27114;1.9749;3.3458;572.1621;0.21618;;0.26747;0.48731;58.1137;3349.295;56.2588;0.10259;0.56585;0.047632;5.3945;6.4633;19.6944;25.9442;4.7934;7.1459;127.0665;0.89277;54.2767;0.3664;0.10259;19.5937;20.5626;140.3476;5.6719;0.46533;0.60408;15.2442;3.4638;0.68883;;0.83358;57.0382;416.2659;;0.57158;4.6699;0.2748;4.4994;899.7802;6.1005;;102.999;0.45434;0.19053;;9.7658;1.4912;0.14656;1.7477;1.341;4.9781;40.2839;58.6083;2.9465;978.4219;265.8034;369.2635;71.7154;45.249;59.5194;468.4421;10.314;1264.8443;15.2;148.7562;10.3016;0.032976;;53.3841;4.6025;0.95818;7.0647;15.4663;1.8503;0.42177;46.793;0.21685;11.8739;8.7316;1.6305;1.8675;0.86484;126.5143;0.45067;0.83173;2.5455;0.098928;;1.1139;2.6894;396.0664;0.12824;3.573;7.4868;1.5208;0.025648;33.6099;1.3228;10.0425;1.6415;0.084272;3.038;171.8874;2.2216;32.2814;3.7211;0.69268;78.8231;0.007328;69.166;11.9959;42.5186;1.6598;21.5345;105.4184;0.20885;5.7277;2.6637;3.6061;30.0783;72.3464;317.338;65.5266;34.5662;0.45982;;95.4558;1471.0522;0.51971;0.010992;0.17221;0.34808;0.05496;0.14656;0.1429;0.047632;296.3533;3.9009;44.9502;0.57158;0.38838;48.8563;41.2891;15.4449;0.2235;0.47998;378.2549;445.4407;311.267;10.1338;5.0554;2.1918;1.2128;54.6844;43.6176;50.4815;221.9196;2.2321;2.5709;170.6976;;1.3314;0.095264;24.191;19.6703;229.7906;37.4656;0.069616;0.007328;1.3608;285.3372;111.7881;567.5039;5998.0704;5.2671;120.994;0.084272;151.871;52.3321;;;14.4742;1.7851;13.8182
2001;0.79796;3.2207;83.7807;0.52395;9.6715;0.095264;0.29678;134.0039;3.5327;2.4072;357.6692;70.1026;28.7927;1.8686;14.0775;31.035;1.1862;54.9679;126.0847;0.44701;1.7898;0.52762;0.36911;8.5606;0.2569;13.2638;3.8472;332.9874;0.12824;4.3895;49.0141;0.99169;0.20518;2.2497;3.325;564.9464;0.2345;;0.24549;0.50197;52.5765;3426.1438;55.9389;0.10259;0.76578;0.032976;5.6659;7.3976;20.8067;25.3322;4.881;7.0214;126.9576;0.76877;55.8652;0.3664;0.10992;19.5938;22.9394;124.2928;5.8581;4.5397;0.62599;15.5767;4.2634;0.76211;;1.046;62.5362;420.8481;;0.6815;4.773;0.30045;3.7337;916.3661;6.7326;;105.3857;0.4067;0.19419;;10.2332;1.5609;0.15022;1.7441;1.5527;5.6528;37.8018;60.2388;2.8752;992.524;297.5303;394.9314;84.5559;47.6074;63.0224;468.6429;10.5764;1250.211;15.6105;142.9239;9.2357;0.029312;;57.4847;3.8623;1.0606;7.4744;16.4063;1.876;0.44801;47.7738;0.21466;12.6214;9.2264;1.6854;1.7355;0.79213;134.9481;0.46166;0.83906;2.6652;0.10259;;1.1725;2.8616;410.6979;0.1429;3.7866;7.8699;1.6673;0.025648;37.452;1.5539;8.6802;2.0152;0.080608;3.2368;176.7985;1.8777;34.4574;3.922;0.65164;86.7175;0.007328;71.665;11.9263;43.8664;1.3484;20.1059;107.1262;0.21618;6.9546;3.206;3.6955;26.9287;70.3045;313.6477;65.1493;41.2145;0.52908;;100.3571;1507.5009;0.52145;0.010992;0.17587;0.34808;0.05496;0.17954;0.14656;0.051296;296.5749;4.2577;49.2661;0.63387;0.4177;49.4421;43.3783;16.3783;0.2345;0.50197;371.5167;448.5506;313.1198;10.3273;5.8171;2.3634;1.0955;55.6171;45.0824;48.1407;224.0305;2.2855;3.0396;182.4845;;1.1589;0.087936;26.57;20.5453;213.4861;37.9998;0.07328;0.007328;1.4175;303.5592;100.592;576.1954;5900.4366;5.0306;122.5864;0.087936;171.9742;59.5292;0.014656;;16.0167;1.8849;12.5092
2002;1.0516;3.7483;89.4067;0.53128;12.5975;0.095264;0.32976;124.3923;3.0768;2.4366;362.2095;71.9188;29.6419;1.9273;15.8677;31.9808;1.1996;55.0777;126.8786;0.43235;2.0532;0.55693;0.40171;10.3281;0.24767;14.1726;3.9754;327.4348;0.13557;4.2539;46.2586;1.0011;0.21251;2.2057;3.324;570.8448;0.2748;;0.24549;0.5093;54.4903;3782.4393;55.4304;0.10259;0.57525;0.021984;6.2448;6.9579;21.9127;25.9656;4.7057;7.2108;123.8956;0.84996;55.5274;0.39938;0.10259;21.4624;24.7531;125.7814;6.0737;6.1812;0.60027;15.0905;4.4305;0.72547;;0.87945;65.0598;415.8383;;0.68517;4.544;0.30045;3.3514;899.8211;7.2315;;105.021;0.37739;0.20518;;10.7216;1.6232;0.15389;1.7148;1.8022;5.913;39.485;59.197;3.0005;1022.8437;307.3615;397.7983;86.3209;46.082;59.2997;476.2512;10.2026;1279.453;16.4207;160.8042;7.8196;0.040304;;57.9799;4.9193;1.1632;7.5026;16.2445;1.9053;0.43468;47.4722;0.22001;12.69;10.003;1.5169;1.2319;0.84665;136.3381;0.59357;0.85738;2.7075;0.10992;;1.2494;2.8836;411.9677;0.13557;4.0517;8.2625;1.7662;0.03664;38.1074;1.5386;9.1538;1.7587;0.076944;2.5951;176.113;2.3934;34.6381;3.9908;0.69481;94.3047;0.007328;68.6429;10.8674;42.9857;1.1542;25.2344;112.9036;0.21251;5.8109;3.4845;3.8573;26.9306;70.1551;306.4033;69.5561;40.7019;0.67432;;101.7353;1495.4836;0.5195;0.010992;0.19786;0.28946;0.058624;0.18686;0.14656;0.058624;325.6812;4.4369;52.147;0.53861;0.53456;47.1727;42.1124;16.5253;0.24549;0.58624;356.3574;463.628;333.3795;10.9467;7.4179;1.5606;1.0809;56.5725;43.4676;38.4386;235.3601;1.8729;3.487;192.0544;0.16122;1.3225;0.10259;28.5906;20.5586;220.9777;39.8896;0.098928;0.010992;1.4461;295.6735;83.698;560.3006;5942.6523;4.5577;127.5183;0.084272;192.7464;68.6613;0.025648;;15.5535;1.9601;11.897
2003;1.186;4.2319;91.0482;0.53494;8.9884;0.10259;0.35174;134.631;3.4556;2.5611;369.726;77.5543;30.6267;1.9639;16.7706;33.4589;1.2453;56.485;128.2753;0.43235;2.3276;0.56059;0.36113;11.0112;0.24783;14.3502;3.8252;317.5083;0.14656;4.4702;50.5097;1.0743;0.16122;2.3779;3.6985;587.1781;0.30778;;0.2345;0.74379;54.8842;4452.3103;57.0939;0.1319;0.916;0.029312;6.5832;5.1331;23.2682;25.3551;4.7088;7.6056;127.3828;1.0372;60.6137;0.42136;0.11725;21.6227;26.7478;146.4621;6.4343;6.6612;0.71012;16.9372;4.8711;0.7328;;1.0361;72.6578;422.6412;;0.74013;4.6132;0.30045;3.7355;900.8664;7.4373;;109.0898;0.42869;0.21618;;10.4479;1.7001;0.19419;1.8576;1.7097;6.6643;43.2034;61.9815;2.9946;1059.4104;316.6547;413.9935;90.7866;45.684;62.4147;494.1833;10.6671;1287.6422;16.982;178.7746;6.5856;0.043968;;59.6229;5.3816;1.217;7.7226;18.5276;1.9309;0.46681;48.781;0.22935;12.6799;10.476;1.5316;1.6805;0.90368;157.2664;0.50563;0.85738;2.9793;0.10626;;1.2897;3.0594;437.7575;0.14656;4.4043;8.0079;1.8892;0.03664;37.5315;1.8567;9.7802;1.8723;0.065952;2.81;179.565;2.7267;36.3519;4.3353;0.75337;100.0086;0.003664;70.1365;11.2265;44.3057;1.2787;32.0275;117.4907;0.21251;6.0903;3.9425;4.0315;26.1046;70.2147;319.4061;64.4193;41.2994;0.75335;;105.2952;1525.39;0.50816;0.010992;0.19786;0.37006;0.065952;0.19786;0.15389;0.065952;326.5171;4.9263;55.716;0.5496;0.56792;49.4968;42.4381;16.289;0.25648;0.59357;404.1731;462.4073;337.5889;10.9521;8.2846;1.5383;1.0039;57.1606;44.6519;53.5814;241.6302;2.0622;3.6862;203.2374;0.16122;1.8047;0.11725;32.2505;20.9255;236.4839;44.5201;0.10259;0.010992;1.5124;307.0175;105.6185;571.7706;5991.9596;4.5279;125.936;0.084272;191.4567;76.277;0.025648;;17.0825;2.0756;10.6083
2004;0.88917;4.1037;87.8531;0.56059;18.7019;0.12091;0.3664;157.0434;3.6912;2.6161;383.2051;77.6744;32.0781;1.9712;17.8825;35.945;1.2695;60.0765;128.8053;0.39205;2.4811;0.58258;0.29048;11.0183;0.26003;15.4625;3.8948;333.6751;0.16122;4.8731;49.5707;1.0999;0.19786;2.4439;3.8501;585.7031;0.32976;;0.2345;0.74746;59.0475;5125.8944;54.5693;0.1429;0.94898;0.047632;6.8416;7.3353;22.9168;24.8659;4.9405;7.8409;128.1138;1.1502;55.0657;0.4067;0.1429;17.8425;28.7858;149.1437;6.2537;7.5185;0.76501;17.201;5.1586;0.74746;;1.34;68.9608;423.6306;;0.72547;4.6568;0.32243;4.2762;886.966;7.1521;;109.5467;0.58258;0.20518;;11.1797;1.7624;0.20152;1.9273;1.9604;7.247;41.5683;60.4899;3.1169;1125.2578;339.8479;442.0897;113.635;46.1669;58.6792;499.6194;10.5742;1282.8721;18.6695;188.4759;7.438;0.047632;;63.1079;5.8068;1.2788;7.7278;17.2081;1.9822;0.54511;49.9558;0.22938;13.2723;11.8443;1.7148;1.7894;0.91151;171.6946;0.66685;0.89035;2.8464;0.11725;;1.385;3.0888;438.8567;0.1429;4.6134;8.5707;2.0413;0.03664;43.3988;1.8645;12.3712;1.9602;0.065952;2.5829;181.3818;2.5161;35.9401;4.3783;0.80824;98.6858;0.003664;71.722;11.1056;44.6226;2.1947;27.5912;129.9595;0.21618;5.7117;4.4847;4.0613;31.5555;72.7708;324.1462;67.2553;42.7103;0.95198;;104.2698;1530.4736;0.51513;0.010992;0.21251;0.37006;0.062288;0.21984;0.15022;0.07328;394.5849;5.2377;60.212;0.73646;0.55326;46.8589;42.9247;16.651;0.2748;0.59357;449.0787;478.6058;354.4856;12.1462;10.4708;1.5564;1.0003;56.4759;45.2364;50.3846;250.2593;2.5473;4.2317;218.5142;0.17587;1.7439;0.10992;32.5742;21.9266;244.4641;46.4471;0.10259;0.010992;1.6069;310.3627;111.8015;573.2158;6107.6182;5.5638;125.1182;0.058624;151.268;87.8002;0.025648;;18.6462;2.1043;9.4286
2005;1.3033;4.1989;106.4732;0.57525;19.0064;0.12824;0.37373;161.4342;4.3762;2.7187;386.5135;79.1924;34.2864;1.8283;19.803;37.6765;1.3192;61.3671;125.6617;0.42136;2.3671;0.58258;0.37812;12.0705;0.25772;16.046;4.0927;342.0865;0.17954;4.8695;50.6564;1.1218;0.15389;2.7736;3.5913;576.4345;0.43968;;0.2345;0.76578;60.9471;5771.1684;60.0596;0.13923;0.99726;0.05496;6.7234;7.4965;23.3301;25.8476;4.8967;8.0313;125.6719;1.4453;51.4954;0.41403;0.1429;17.9041;29.9701;165.0417;6.298;7.5149;0.76494;16.9216;4.9551;0.72181;;1.081;57.0429;426.7792;;0.7841;4.8579;0.3261;5.017;866.3885;6.8034;;113.931;0.60822;0.21618;;12.108;1.8247;0.21251;1.6195;2.0474;7.5767;43.7313;60.6065;2.986;1185.7543;343.3365;463.5299;112.9804;48.1555;56.5241;500.0057;10.4165;1290.0563;20.4361;202.3262;8.3386;0.058624;;71.1664;5.5136;1.337;7.8067;16.6541;2.0115;0.65551;51.6963;0.22897;14.0911;12.1054;1.8283;1.7254;0.90607;181.7549;0.6009;0.916;2.6543;0.11358;;1.4363;3.2939;463.9932;0.12091;4.9375;8.5737;1.7508;0.03664;45.5691;1.7707;11.529;2.3083;0.062288;2.9855;177.459;2.809;37.571;4.2697;0.70848;105.7571;0.003664;74.9187;11.1789;43.9232;2.7407;29.4666;134.7562;0.21984;6.7411;4.3821;3.7799;36.7331;73.2713;323.1613;69.484;50.6901;0.91201;;102.6945;1547.3758;0.51477;0.010992;0.19786;0.33709;0.065952;0.21984;0.16122;0.076944;395.8548;5.5396;51.6341;0.68883;0.46166;36.4678;42.9109;16.9481;0.28213;0.59357;415.9246;459.3457;369.4921;11.9352;10.0281;1.589;1.0149;53.8529;45.7882;49.8808;255.8037;2.4212;5.3601;224.3461;0.17587;1.7216;0.11358;37.943;22.2687;264.2008;48.2316;0.12091;0.010992;2.0179;313.1181;114.4775;569.9274;6131.893;5.7258;116.5762;0.058624;163.8235;94.8591;0.029312;;19.7948;2.2421;10.6996
2006;1.6354;3.8435;100.2012;0.54594;22.1024;0.1429;0.38472;174.609;4.4016;2.715;392.6806;76.8983;39.1086;1.777;19.4201;41.6892;1.3428;64.1572;123.9058;0.44334;3.7113;0.65219;0.37301;14.9209;0.2686;17.3868;4.133;341.9464;0.1832;4.7376;51.8952;1.3562;0.1832;2.9972;3.7524;570.9504;0.47266;;0.24915;0.79142;63.9716;6377.748;62.0045;0.16122;1.1286;0.047632;7.0056;6.8114;23.5295;26.3268;5.1033;8.2232;126.4495;1.5533;59.417;0.41037;0.1429;19.0867;28.8947;176.0195;6.7169;6.9616;0.54493;16.2088;5.3169;0.67784;;1.2014;68.3844;416.0038;;0.78043;4.1424;0.35174;6.0961;877.9974;9.16;;112.4724;0.62654;0.23083;;12.1753;1.8906;0.21618;1.5096;2.0841;6.863;41.9137;59.9154;3.1644;1259.5157;346.4433;503.7906;98.1811;47.6039;62.149;495.1242;11.5772;1266.8286;20.5274;221.6493;9.3366;0.065952;;73.3891;5.419;1.7525;8.3057;14.7924;2.0372;0.6725;52.6663;0.2311;14.408;11.9363;1.6195;1.6662;0.91779;178.9297;0.75845;1.0809;2.6659;0.12091;;1.4216;3.6274;476.5652;0.12091;5.0297;9.4058;2.0628;0.03664;47.4388;1.9148;12.7804;2.3303;0.043968;2.4561;172.6865;2.706;37.4663;4.4178;0.68628;97.8094;0.003664;76.1728;10.8344;44.4848;2.2644;39.0464;143.7267;0.22717;7.3671;4.3052;3.9087;28.2627;66.5219;337.0375;64.7677;63.1962;0.99867;;105.0828;1606.3134;0.51442;0.010992;0.20152;0.3664;0.065952;0.21618;0.16488;0.084272;431.292;4.4218;60.8614;0.7328;0.61555;43.0447;42.6873;17.1425;0.28946;0.59357;446.6226;465.6059;360.5786;11.7937;10.9837;1.7391;1.0149;53.6743;45.3737;52.8404;248.9643;2.6341;5.879;227.7169;0.17954;1.5005;0.12824;42.4141;22.6025;281.6492;49.3721;0.1429;0.007328;2.3834;332.6703;121.7372;567.5277;6051.051;6.5961;119.3649;0.047632;160.1601;99.1304;0.029312;;21.0851;2.2317;10.3649
2007;2.2686;3.8289;108.4;0.53861;24.9761;0.15022;0.4067;174.2458;5.1002;2.8213;399.8425;74.2626;30.4584;1.7954;26.7701;42.6421;1.3628;63.5699;120.4962;0.47632;4.3196;0.72914;0.37203;12.1768;0.30238;17.4743;4.2283;356.9188;0.18686;8.31;55.7408;1.5906;0.20152;3.4525;5.7019;594.2206;0.50563;;0.25282;0.85371;70.7069;6861.7507;60.1788;0.10259;1.2123;0.047632;7.9613;6.5366;24.8438;25.762;5.7452;8.5389;128.2643;1.6962;54.6427;0.46166;0.1832;19.9504;33.6851;185.9052;6.8459;5.6279;0.55935;19.8386;5.8393;0.68883;;1.1411;66.7603;405.1944;;0.76944;4.0893;0.35174;6.3648;851.3833;9.6193;;114.5923;0.63754;0.23816;;12.1446;1.9676;0.23083;1.7807;2.361;8.5984;43.5724;58.6886;3.5121;1357.9082;376.8653;513.3138;61.4918;47.6651;62.7999;487.6933;10.7492;1302.5243;21.437;227.9611;9.5404;0.058624;;74.8748;6.5183;1.8309;8.632;13.7499;2.0738;0.6277;49.3397;0.20077;15.7978;11.3336;1.363;1.7834;0.96885;182.832;0.78043;1.2971;2.7357;0.12458;;1.6378;3.686;479.7868;0.1319;4.9786;12.0787;2.0555;0.040304;50.2889;2.1872;12.7951;2.3596;0.043968;2.5707;172.5872;2.928;36.5599;4.5504;0.7169;94.2691;0.003664;63.4792;9.3835;46.2313;2.323;43.9704;155.8442;0.25282;7.1963;6.1152;4.0416;34.5236;70.7641;336.3685;62.2804;62.8994;1.1732;;108.4405;1604.3238;0.54218;0.010992;0.21618;0.29312;0.065952;0.26014;0.17221;0.084272;386.5071;4.8633;59.6302;0.6412;0.51662;47.5184;41.0951;17.281;0.30045;0.60822;464.8003;493.3534;368.4327;12.1513;12.9047;1.7569;1.0516;52.9409;43.3684;65.7185;273.7339;3.2043;5.7103;230.7618;0.1832;1.5168;0.11358;45.2356;23.6844;312.7367;55.8901;0.16488;0.010992;2.71;336.364;133.2637;559.2488;6128.4296;5.9465;119.1132;0.098928;149.9238;100.5773;0.029312;;20.719;1.8676;9.834
2008;4.1995;4.2722;109.0318;0.53861;25.486;0.15022;0.4177;188.106;5.5748;2.6564;404.4174;73.5884;35.4506;2.3596;29.6824;45.3009;1.6123;65.6948;120.2029;0.43602;4.2548;0.64853;0.40072;13.0406;0.29084;19.9586;4.5031;380.3447;0.19053;8.9915;54.0796;1.7345;0.20885;3.805;5.4263;575.5869;0.46899;;0.25282;0.92699;70.8187;7375.1899;66.6501;0.10626;1.3292;0.047632;7.9911;6.5915;23.6286;27.7472;5.526;8.7073;122.9414;1.8108;51.223;0.4983;0.16488;20.269;29.573;195.2854;6.405;7.0166;0.40535;17.6681;6.4164;0.63021;;0.87776;58.6096;397.7251;;0.79509;4.162;0.3664;5.3082;854.7063;8.9259;;111.1252;0.65952;0.25282;;10.8931;1.9969;0.22717;1.7074;2.3658;8.5177;42.7907;57.5308;3.8249;1462.566;417.5618;534.9101;92.167;47.3662;67.9802;476.23;10.7796;1231.9095;20.7179;229.0963;9.9117;0.065952;7.3866;82.2983;7.5483;2.1265;8.1928;17.4191;2.1251;0.53507;55.3415;0.21951;15.1792;11.1952;1.1322;1.8686;1.0871;202.4981;0.84272;1.5572;2.7471;0.12824;;1.7734;3.7666;492.9797;0.10992;5.1904;12.0167;2.6051;0.047632;52.916;2.1799;9.7225;3.3232;0.043968;3.3513;175.4815;2.849;37.5923;4.3653;0.80306;94.772;0.007328;70.3281;9.2956;45.3777;2.0518;42.1107;155.3562;0.20518;7.3136;4.7925;4.278;40.6693;77.3;330.145;59.9731;64.2571;1.2391;;105.5346;1636.6944;0.52782;0.010992;0.21618;0.30045;0.065952;0.19053;0.17954;0.084272;432.3364;4.739;51.6801;0.6925;0.53494;57.5724;41.5032;18.22;0.30778;0.6009;494.6423;505.7826;336.6242;11.9878;13.6341;1.9357;1.0332;50.856;44.7143;66.8774;260.0728;2.8816;5.9154;228.1163;0.20152;1.5228;0.12091;44.0949;24.3334;309.3212;56.6657;0.17221;0.010992;2.7796;325.5327;153.9685;544.812;5930.5396;8.2007;123.0388;0.095264;168.69;113.2445;0.021984;;22.025;2.1056;7.7189
2009;6.74;4.2539;120.1859;0.51662;27.5655;0.14656;0.44334;178.9492;4.3633;2.6271;407.4633;67.4939;31.8566;1.6085;28.0975;49.1481;1.5971;61.4027;107.7434;0.51662;4.5079;0.47632;0.3678;13.4977;0.2976;20.5371;3.8555;360.0908;0.19053;7.7457;45.7738;1.8302;0.16854;4.5663;6.5949;542.5496;0.52029;;0.25282;0.94165;65.9199;7758.8118;72.5567;0.1319;1.7242;0.043968;7.7489;5.5143;21.8378;28.0161;5.6544;8.4538;115.1937;1.6953;48.8206;0.458;0.16122;19.8137;32.5026;202.7097;6.3126;6.7528;0.49697;14.339;6.4546;0.57525;;0.77856;55.9244;381.5991;;0.79875;4.2328;0.38106;6.1349;790.1957;7.4978;;104.3548;0.57525;0.25282;;11.442;2.1105;0.2345;1.9089;2.237;8.0727;41.5798;51.775;3.7402;1612.506;447.0988;546.885;103.4891;42.1795;63.8609;422.6242;7.9338;1162.6479;21.3363;224.1456;11.9677;0.05496;8.1304;86.9549;6.7374;2.6643;7.4519;20.9579;2.2167;0.47532;57.1956;0.20535;13.0228;10.6478;1.8906;1.7539;1.0945;196.9484;0.88302;1.7844;2.5326;0.1319;;1.9602;3.708;475.9031;0.14656;4.5395;13.074;1.6818;0.047632;52.6482;2.4399;10.1555;3.0668;0.040304;4.1288;170.1677;2.9332;34.7624;4.4448;0.9623;74.8849;0.003664;53.5653;8.5921;43.89;2.0885;40.5146;155.219;0.19786;8.4194;5.0893;4.5315;51.2072;76.4925;316.6077;57.2003;68.5969;1.2907;;86.0241;1528.7649;0.55826;0.010992;0.2235;0.32976;0.065952;0.31144;0.18686;0.0916;465.8443;4.713;45.8582;0.52395;0.53494;90.0978;37.7551;16.3298;0.31877;0.59723;502.2594;506.7644;297.2412;12.9435;14.1889;1.9953;1.0736;47.2311;43.5347;61.5622;246.9069;2.431;5.7709;243.2793;0.22717;2.7408;0.1319;44.2193;24.3216;315.3596;50.1707;0.17954;0.010992;2.9998;277.2935;165.5002;494.2942;5491.0357;7.9473;106.2518;0.12091;169.5715;122.8329;0.029312;;24.2512;2.4063;5.4759
